RA,IAA,IEG,IPS,math,portuguese,lag,year
RA-530,"10,0","8,8",5,"5,8","5,5",0,2023
RA-524,"6,4","9,2","2,52","9,0","8,8",-1,2023
RA-1096,"9,5","9,9","2,52","9,5","9,7",0,2023
RA-526,"9,5","9,8",5,"8,3","9,3",-1,2023
RA-528,"9,0","8,5",5,"7,5","8,8",-1,2023
RA-534,"0,0","8,1","2,52","3,7","7,0",-1,2023
RA-1097,"9,5","8,6",5,"4,3","6,5",-2,2023
RA-1098,"9,5","9,5","2,52","6,3","6,5",-1,2023
RA-506,"9,5","8,1",5,"7,3","9,7",-1,2023
RA-1099,"9,0","9,6","2,52","5,7","4,7",-1,2023
RA-1100,"10,0","9,2",5,"6,3","7,8",0,2023
RA-1101,"0,0","7,2",5,"4,2","6,3",0,2023
RA-1102,"9,5","9,5",5,"5,7","9,2",0,2023
RA-363,"0,0","9,9","2,52","6,8","6,8",-1,2023
RA-1103,"9,0","8,7",5,"4,5","5,5",0,2023
RA-539,"9,5","8,6","2,52","7,2","9,7",-1,2023
RA-540,"8,5","8,8",5,"6,5","7,7",0,2023
RA-574,"6,9","8,2",5,"7,7","8,5",0,2023
RA-369,"10,0","4,1",5,"5,0","3,0",-1,2023
RA-375,"0,0","9,9",5,"6,8","9,0",-1,2023
RA-376,"8,5","9,6","2,52","4,3","7,5",-1,2023
RA-535,"9,0","9,4",5,"4,7","6,5",0,2023
RA-547,"0,0","9,1","2,52","5,0","7,3",-1,2023
RA-548,"9,0","9,1","2,52","6,2","8,5",-1,2023
RA-538,"7,4","8,6","2,52","3,5","5,8",-1,2023
RA-365,"10,0","9,9","2,52","8,2","9,2",0,2023
RA-559,"10,0","9,4",5,"6,5","8,2",-1,2023
RA-1104,"5,7","10,0","2,52","5,5","7,3",-1,2023
RA-563,"6,4","9,7","2,52","6,0","6,3",0,2023
RA-573,"9,5","9,8",5,"5,7","7,5",-1,2023
RA-551,"10,0","8,6","2,52","4,5","6,2",-1,2023
RA-566,"9,0","8,8","2,52","8,8","8,0",-1,2023
RA-555,"7,4","8,1","2,52","1,5","6,2",-1,2023
RA-373,"0,0","9,7","2,52","7,7","9,0",-1,2023
RA-1105,"0,0","9,0","2,52","5,0","7,0",-1,2023
RA-546,"0,0","7,2","2,52","3,5","7,8",-1,2023
RA-557,"10,0","8,2",5,"8,0","9,7",0,2023
RA-1106,"8,5","9,3",5,"5,2","5,0",-1,2023
RA-558,"7,8","9,4",5,"5,7","6,3",-3,2023
RA-560,"0,0","8,4","2,52","2,3","5,7",-1,2023
RA-1107,"9,0","9,4",5,"8,0","7,0",-1,2023
RA-1108,"0,0","9,3",5,"3,7","5,7",-1,2023
RA-542,"9,5","9,7",5,"5,2","7,3",-1,2023
RA-543,"7,8","9,8","2,52","5,5","7,5",0,2023
RA-556,"8,5","9,6","2,52","6,5","7,8",-1,2023
RA-1109,"10,0","6,4",5,"3,5","3,3",-2,2023
RA-389,"0,0","8,2","2,52","6,8","9,5",-1,2023
RA-1110,"4,6","9,2",5,"6,5","7,0",-1,2023
RA-568,"7,0","7,9",5,"8,5","6,7",-3,2023
RA-562,"0,0","8,5","2,52","7,7","9,7",-1,2023
RA-1111,"0,0","8,9","2,52","4,8","6,0",0,2023
RA-1112,"9,5","7,9","2,52","5,2","7,3",-1,2023
RA-525,"8,0","8,6","2,52","8,8","9,5",-1,2023
RA-357,"8,5","9,6","7,52","8,7","8,7",-1,2023
RA-583,"9,0","9,4","7,52","5,5","7,0",-1,2023
RA-584,"9,5","9,0","2,52","5,0","6,5",0,2023
RA-586,"8,0","10,0","2,52","7,5","9,2",0,2023
RA-1113,"0,0","6,0","7,52","5,0","5,0",-1,2023
RA-413,"7,9","8,9","2,52","5,8","6,7",-1,2023
RA-599,"10,0","9,5","2,52","8,2","8,7",0,2023
RA-1114,"8,5","9,8","2,52","4,3","5,5",0,2023
RA-401,"4,0","8,1","2,52","6,3","8,3",-1,2023
RA-1115,"0,0","8,3","7,52","6,0","2,0",0,2023
RA-1116,"9,5","9,2",5,"3,8","6,0",-1,2023
RA-604,"9,0","9,3","7,52","6,0","9,0",0,2023
RA-605,"9,0","9,5","7,52","4,8","8,8",-1,2023
RA-668,"6,3","6,3","7,52","2,7","4,0",-1,2023
RA-1117,"9,0","9,6","7,52","6,0","8,5",0,2023
RA-1118,"5,3","8,8","7,52","4,8","7,2",-1,2023
RA-610,"10,0","10,0","2,52","6,3","7,7",0,2023
RA-409,"8,4","9,5","2,52","6,2","9,7",-1,2023
RA-466,"9,5","7,6","6,89","2,5","6,5",-2,2023
RA-760,"0,0","8,8","7,52","5,8","6,8",-1,2023
RA-404,"7,9","8,3","5,02","4,7","7,2",-1,2023
RA-590,"6,3","9,7","3,77","5,7","7,3",0,2023
RA-469,"7,5","9,3","2,52","6,8","8,8",-1,2023
RA-1119,"7,3","9,7","3,77","3,0","8,8",-1,2023
RA-1120,"9,5","9,6","7,52","7,3","9,2",0,2023
RA-472,"5,1","7,1","7,52","3,7","7,2",-1,2023
RA-1121,"0,0","9,9","6,26","6,5","9,5",0,2023
RA-1122,"0,0","9,3","6,89","5,2","8,5",0,2023
RA-438,"6,9","7,5","6,26","3,5","7,3",0,2023
RA-408,"7,9","8,5","3,77","6,0","7,5",-1,2023
RA-1123,"7,3","8,9","7,52","3,8","6,8",-1,2023
RA-1124,"9,5","8,0","7,52","1,0","5,0",-2,2023
RA-623,"10,0","9,5","7,52","5,8","8,8",-2,2023
RA-661,"0,0","7,7","6,89","4,3","8,7",0,2023
RA-626,"9,0","9,2","4,39","4,7","8,3",-1,2023
RA-433,"8,5","7,2","7,52","1,8","7,7",-1,2023
RA-614,"9,0","9,1","7,52","8,8","8,3",-1,2023
RA-434,"6,3","8,0","7,52","5,2","8,0",-1,2023
RA-603,"0,0","8,9","2,52","5,7","8,2",0,2023
RA-436,"7,5","4,7","2,52","3,7","3,0",-1,2023
RA-616,"0,0","6,6","5,02","5,5","8,0",-1,2023
RA-437,"8,0","8,4","7,52","2,5","6,8",-2,2023
RA-1125,"4,7","7,9","7,52","1,0","7,0",0,2023
RA-619,"9,0","7,1","3,77","8,5","9,5",0,2023
RA-620,"6,8","8,4","7,52","5,2","7,2",-1,2023
RA-1126,"0,0","5,2","3,77",,,-1,2023
RA-1127,"8,5","9,9","5,02","5,0","8,7",0,2023
RA-1128,"9,5","7,3","5,02","3,0","4,0",-1,2023
RA-1129,"0,0","9,2","6,27","6,8","8,7",0,2023
RA-1130,"8,5","8,4","7,52","6,3","8,2",0,2023
RA-1131,"7,9","9,9","5,02","8,3","9,8",-1,2023
RA-1132,"10,0","6,3","6,27","5,2","6,3",-1,2023
RA-1133,"9,5","10,0","6,27","5,0","8,0",0,2023
RA-1134,"8,0","9,7","3,76","5,5","8,0",0,2023
RA-618,"0,0","9,2","5,02","4,5","7,8",-2,2023
RA-631,"0,0","6,4","6,27","6,0","8,0",-1,2023
RA-646,"10,0","8,9","7,52","8,2","8,5",-1,2023
RA-451,"8,5","9,5","4,39","7,8","10,0",-2,2023
RA-1135,"0,0","9,4","7,52","4,8","9,5",0,2023
RA-649,"9,0","9,3","3,77","3,8","9,2",-1,2023
RA-651,"0,0","8,2","3,77","9,8","8,7",0,2023
RA-1136,"6,8","8,1","2,52","4,8","8,3",-1,2023
RA-653,"0,0","9,8","6,27","7,7","8,0",-1,2023
RA-456,"0,0","8,3","4,39","9,7","10,0",-1,2023
RA-655,"7,4","9,9","7,52","7,2","9,3",-1,2023
RA-656,"0,0","8,9","7,52","5,8","8,8",-1,2023
RA-657,"8,5","10,0","7,52","7,0","9,3",-1,2023
RA-644,"10,0","5,6","7,52","4,0","7,7",-1,2023
RA-461,"7,3","7,9","3,77","5,7","9,0",-1,2023
RA-632,"4,7","9,1","5,64","6,8","8,0",0,2023
RA-633,"1,7","8,1","6,27","5,3","9,0",-1,2023
RA-1137,"9,5","9,8","6,27","6,0","7,0",0,2023
RA-1138,"9,0","9,2","6,27","9,0","9,5",-1,2023
RA-1139,"8,5","9,1","5,64","6,3","4,3",0,2023
RA-1140,"4,7","8,7","7,52","8,5","6,0",0,2023
RA-445,"8,0","8,8","6,89","7,7","9,0",-1,2023
RA-1141,"9,0","8,8","7,52","5,5","6,2",-1,2023
RA-639,"7,4","8,1","6,27","4,8","7,8",0,2023
RA-1142,"9,0","10,0","7,52","10,0","10,0",0,2023
RA-642,"9,5","9,2","6,27","5,7","7,2",0,2023
RA-658,"9,5","9,5","7,52","5,3","6,8",0,2023
RA-588,"8,0","9,6","2,52","7,5","8,0",0,2023
RA-662,"6,8","7,6","6,27","4,3","9,0",-1,2023
RA-403,"8,5","8,8","6,27","6,8","8,8",-1,2023
RA-591,"9,0","8,5","6,27","6,2","7,5",-1,2023
RA-592,"6,2","9,2","3,77","5,5","9,7",0,2023
RA-602,"10,0","9,6","7,52","7,3","8,8",-1,2023
RA-666,"9,5","9,1","7,52","6,7","7,5",0,2023
RA-667,"9,0","6,9","6,89","3,0","7,3",-1,2023
RA-422,"0,0","7,8","7,52","3,0","5,7",-1,2023
RA-595,"0,0","7,0","7,52","3,2","3,3",-1,2023
RA-423,"8,0","8,7","6,89","2,3","4,5",-1,2023
RA-669,"8,5","7,8","7,52","3,3","6,7",0,2023
RA-670,"9,5","8,7","7,52","5,8","8,2",0,2023
RA-609,"9,5","6,4","7,52","3,2","7,3",-1,2023
RA-326,"9,6","9,4","3,14","8,3","7,5",0,2023
RA-179,"8,8","9,4","7,52","8,7","6,3",0,2023
RA-1143,"8,8","7,0","6,26","6,0","6,3",-2,2023
RA-330,"9,6","7,2","6,89","3,8","3,8",-2,2023
RA-332,"9,2","8,4","8,76","6,3","7,7",-1,2023
RA-199,"9,2","7,6","7,51","8,2","8,2",-1,2023
RA-1144,"0,0","9,4","5,02","7,0","8,2",0,2023
RA-352,"9,2","8,1","6,26","8,2","6,0",0,2023
RA-1145,"0,0","9,5","4,39","7,7","7,7",1,2023
RA-1146,"9,6","8,8","6,26","5,0","3,3",-1,2023
RA-331,"9,6","8,6","2,52","5,7","4,8",0,2023
RA-227,"9,6","7,5","5,63","7,2","6,5",0,2023
RA-247,"0,0","8,5","7,52","6,5","6,7",0,2023
RA-343,"9,2","7,2","6,26","4,5","6,7",-2,2023
RA-1147,"8,3","8,3","6,26","5,0","7,5",-1,2023
RA-345,"8,8","6,8","6,26","5,7","5,7",-1,2023
RA-336,"0,0","7,5","6,89","6,7","5,2",-1,2023
RA-346,"0,0","9,4","8,14","6,7","5,5",1,2023
RA-1148,"7,9","8,6","3,77","5,7","5,3",1,2023
RA-1149,"8,3","9,8","2,52","6,0","6,8",-1,2023
RA-1150,"9,2","9,8","2,52","7,0","6,5",-3,2023
RA-1151,"7,5","9,5","2,52","7,3","8,8",0,2023
RA-356,"9,2","8,5","2,52","4,3","4,5",0,2023
RA-1152,"0,0","9,4",5,"6,7","6,0",-1,2023
RA-221,"9,6","9,0",5,"5,5","4,8",-2,2023
RA-359,"9,6","9,2","2,52","6,0","6,7",0,2023
RA-360,"0,0","7,3","2,52","5,3","4,8",0,2023
RA-338,"8,3","9,1","7,52","8,7","7,0",0,2023
RA-339,"0,0","8,9","7,52","7,7","5,7",0,2023
RA-353,"8,8","9,9","2,52","8,5","7,3",0,2023
RA-1153,"7,9","10,0","7,52","6,7","7,8",-1,2023
RA-183,"7,9","9,7","2,52","7,0","8,0",-1,2023
RA-342,"7,5","8,6","7,52","6,3","7,8",-2,2023
RA-187,"7,5","9,9","2,52","7,3","8,7",0,2023
RA-190,"7,9","9,5","2,52","5,8","5,2",-1,2023
RA-347,"6,7","9,5","2,52","6,7","6,2",0,2023
RA-234,"6,7","8,0","2,52","6,3","5,3",0,2023
RA-1154,"9,6","9,3","5,63","5,3","5,0",0,2023
RA-249,"0,0","8,2",5,"6,2","5,3",-2,2023
RA-380,"0,0","6,4","2,52","7,0","4,0",-1,2023
RA-250,"0,0","9,3","5,63","7,7","8,8",0,2023
RA-367,"8,8","8,7","2,52","7,0","5,5",0,2023
RA-1155,"9,2","9,2","5,63","6,7","8,2",-1,2023
RA-1156,"8,3","9,2","2,52","6,2","6,0",0,2023
RA-368,"0,0","7,7","2,52","5,0","7,2",-1,2023
RA-387,"0,0","6,8","2,52","4,3","2,8",-1,2023
RA-388,"0,0","7,4","5,63","6,0","4,3",-2,2023
RA-374,"8,8","8,3","5,63","6,3","6,3",0,2023
RA-377,"9,6","7,6",5,"6,0","5,7",0,2023
RA-223,"0,0","4,5","7,52","5,5","4,0",-1,2023
RA-236,"10,0","7,5","7,52","6,3","4,0",0,2023
RA-362,"0,0","7,5","7,52","5,7","6,8",0,2023
RA-381,"0,0","8,4","6,89","5,3","5,3",-1,2023
RA-364,"8,8","9,0","6,89","8,0","5,2",0,2023
RA-382,"0,0","9,4","6,26","5,0","5,8",-2,2023
RA-383,"9,2","8,8","3,14","6,3","6,2",0,2023
RA-384,"0,0","9,1","2,52","6,3","7,2",0,2023
RA-1157,"9,2","8,8","6,26","5,0","6,3",-1,2023
RA-386,"9,2","7,0","2,52","5,0","3,7",-1,2023
RA-260,"9,2","9,9","7,52","6,3","5,2",0,2023
RA-390,"7,9","8,8","2,52","5,7","5,8",0,2023
RA-1158,"7,5","8,6","2,52","5,3","5,0",-1,2023
RA-391,"7,9","7,5","2,52","4,2","5,0",0,2023
RA-1159,"5,8","6,6","2,52","5,2","1,5",0,2023
RA-392,"9,6","9,5","2,52","6,2","4,7",-2,2023
RA-1160,"9,6","8,7","2,52","4,8","2,7",0,2023
RA-1161,"6,3","8,1","2,52","7,3","6,5",0,2023
RA-395,"9,2","8,6","2,52","6,7","5,3",0,2023
RA-450,"9,6","8,4","2,52","7,0","6,5",-1,2023
RA-463,"9,2","5,4","2,52","6,3","4,3",0,2023
RA-298,"9,6","8,6","2,52","7,7","4,5",-1,2023
RA-464,"9,2","7,7","2,52","4,8","3,7",-1,2023
RA-465,"7,5","9,4","2,52","8,3","8,2",0,2023
RA-442,"0,0","7,6","7,52","6,7","6,5",0,2023
RA-300,"5,0","7,5","2,52","4,5","5,3",-2,2023
RA-467,"6,3","9,2","3,14","6,0","6,0",-1,2023
RA-468,"8,3","6,0","6,27","4,8","3,0",-1,2023
RA-1162,"8,3","8,5","3,77","7,3","5,5",0,2023
RA-470,"8,8","9,2",5,"6,0","4,3",-1,2023
RA-474,"0,0","7,8",5,"4,8","3,8",-1,2023
RA-476,"7,9","7,0","2,52","5,0","4,5",0,2023
RA-478,"6,7","7,3","2,52","4,3","4,7",0,2023
RA-410,"8,8","5,8","7,52","5,0","4,8",-1,2023
RA-411,"6,2","9,0","7,52","5,7","6,7",0,2023
RA-412,"8,8","8,9","2,52","5,8","5,2",0,2023
RA-400,"9,2","9,0","2,52","4,8","4,7",-1,2023
RA-414,"0,0","9,5","7,52","6,0","7,0",0,2023
RA-415,"7,1","8,2","7,52","2,8","4,0",0,2023
RA-1163,"8,8","9,3","7,52","7,0","6,7",-1,2023
RA-273,"7,9","7,4","2,52","5,3","6,8",-1,2023
RA-471,"0,0","9,0","6,27","6,3","4,0",0,2023
RA-416,"9,2","9,8","2,52","7,0","7,0",0,2023
RA-417,"5,4","9,7","7,52","6,7","8,3",0,2023
RA-305,"0,0","8,9","7,52","5,2","4,8",-2,2023
RA-418,"8,8","10,0","2,52","6,7","8,3",1,2023
RA-419,"6,7","9,5","2,52","7,0","7,3",0,2023
RA-421,"9,2","9,9","2,52","8,0","6,2",0,2023
RA-407,"9,6","8,6","7,52","7,3","7,2",-1,2023
RA-425,"9,2","9,9","2,52","6,7","7,3",0,2023
RA-426,"5,4","7,6",5,"4,7","5,2",-1,2023
RA-430,"9,2","9,3","2,52","7,3","5,5",-1,2023
RA-1164,"9,2","7,5","2,52","7,0","7,5",0,2023
RA-1165,"9,2","9,1",5,"7,0","6,0",0,2023
RA-432,"8,8","9,0","2,52","5,0","6,3",-2,2023
RA-303,"0,0","7,3","7,52","5,7","5,2",-2,2023
RA-420,"8,3","9,3","2,52","5,7","5,8",0,2023
RA-1166,"8,3","9,6","7,52","5,3","2,8",-2,2023
RA-1167,"8,8","7,6","2,52","6,0","3,7",-3,2023
RA-424,"8,8","9,9","2,52","5,0","6,7",0,2023
RA-398,"6,7","8,1","2,52","9,3","5,8",1,2023
RA-399,"7,9","8,2","2,52","5,0","4,2",0,2023
RA-428,"8,3","9,5","2,52","9,3","4,7",0,2023
RA-315,"0,0","6,8",5,"5,7","6,8",-1,2023
RA-402,"9,2","7,3","2,52","4,7","4,0",0,2023
RA-1168,"0,0","8,8","2,52","5,0","2,0",0,2023
RA-613,"9,2","9,4",5,"4,3","6,2",-1,2023
RA-304,"0,0","8,8",5,"7,0","3,7",-2,2023
RA-457,"7,5","8,6","7,52","6,7","8,5",0,2023
RA-307,"0,0","6,5","7,52","6,3","7,3",-2,2023
RA-283,"8,3","9,5","7,52","6,8","4,8",-2,2023
RA-459,"6,7","9,3","7,52","8,3","9,2",0,2023
RA-440,"0,0","8,2","7,52","7,3","7,0",0,2023
RA-443,"7,1","7,5","2,52","7,0","8,7",-1,2023
RA-454,"0,0","7,5",5,"4,2","1,2",-2,2023
RA-444,"0,0","7,9",5,"4,7","5,8",1,2023
RA-170,"8,8","8,9","2,52","6,3","8,7",-2,2023
RA-1169,"7,5","9,5",5,"6,8","7,3",-1,2023
RA-458,"9,6","6,9","7,52","4,3","4,8",-1,2023
RA-1170,"8,8","7,7","7,52","6,0","6,8",-1,2023
RA-1171,"7,9","8,4",5,"7,3","9,0",-1,2023
RA-449,"7,1","7,2","7,52","5,5","7,7",0,2023
RA-462,"10,0","8,1",5,"4,0","2,8",-2,2023
RA-176,"9,6","9,5","2,52","7,3","7,3",0,2023
RA-178,"7,9","8,7","2,52","6,3","5,8",0,2023
RA-193,"8,3","9,4","2,52","6,0","6,3",1,2023
RA-1172,"8,3","7,8","2,52","6,0","5,7",-2,2023
RA-180,"9,2","9,4","2,52","8,3","7,3",1,2023
RA-181,"9,6","8,3","2,52","8,3","6,5",0,2023
RA-195,"7,1","9,2","2,52","6,3","6,2",0,2023
RA-196,"7,9","9,0","2,52","7,0","6,0",1,2023
RA-211,"9,6","9,4","2,52","7,7","8,0",0,2023
RA-197,"8,3","9,8","2,52","7,0","7,3",1,2023
RA-229,"9,2","9,8","2,52","8,0","8,2",1,2023
RA-186,"7,5","9,7","2,52","6,8","7,0",0,2023
RA-189,"7,9","9,4","2,52","6,3","6,5",0,2023
RA-191,"0,0","9,7","2,52","8,7","7,0",0,2023
RA-1173,"8,8","9,7","2,52","7,0","5,0",0,2023
RA-217,"8,3","8,6","2,52","6,7","5,3",-1,2023
RA-1174,"9,2","8,7","2,52","6,5","7,2",-1,2023
RA-192,"8,8","6,2",5,"6,0","5,8",-2,2023
RA-184,"7,9","9,5","7,52","7,3","6,3",1,2023
RA-200,"9,6","4,5","2,52","4,3","4,2",-2,2023
RA-1175,"8,3","5,3","2,52","6,3","6,3",-3,2023
RA-204,"8,8","7,9","2,52","4,7","8,0",0,2023
RA-1176,"8,3","9,3","7,52","8,0","7,8",1,2023
RA-1177,"10,0","9,9","2,52","7,0","6,7",0,2023
RA-215,"8,8","6,6","2,52","5,7","6,7",0,2023
RA-1178,"8,8","9,3","2,52","6,3","4,5",-2,2023
RA-149,"8,8","4,2","2,52","5,7","3,5",-2,2023
RA-1179,"9,6","8,1","4,38","6,7","3,7",-1,2023
RA-218,"0,0","6,7","2,52","5,7","7,0",-1,2023
RA-220,"8,8","7,6","2,52","6,3","5,8",0,2023
RA-202,"8,8","7,9","2,52","6,3","4,8",-1,2023
RA-1180,"8,3","9,5",5,"6,0","4,8",-1,2023
RA-1181,"8,8","8,3","2,52","5,7","4,3",0,2023
RA-1182,"7,5","6,3","2,52","5,3","2,0",-2,2023
RA-205,"9,6","7,6","4,38","7,0","5,5",-1,2023
RA-1183,"7,5","8,7","2,52","6,0","4,0",-1,2023
RA-237,"8,3","9,5","2,52","7,7","7,0",-1,2023
RA-147,"0,0","7,0","5,63","5,0","6,0",-1,2023
RA-240,"7,1","6,7","2,52","7,0","3,3",0,2023
RA-1184,"8,3","8,3",5,"8,0","5,5",-2,2023
RA-241,"0,0","9,9","2,52","9,3","7,0",-1,2023
RA-242,"7,1","9,7","2,52","9,3","7,3",0,2023
RA-138,"10,0","7,9","6,26","4,0","3,7",-2,2023
RA-244,"0,0","8,8","2,52","7,0","8,0",1,2023
RA-245,"0,0","10,0","2,52","9,3","7,8",-1,2023
RA-246,"8,8","9,9","4,39","7,7","7,0",0,2023
RA-141,"9,6","8,4","5,63","6,0","5,3",-1,2023
RA-239,"0,0","8,4",5,"6,0","7,2",-2,2023
RA-1185,"7,5","9,1",5,"6,7","6,3",1,2023
RA-262,"0,0","3,7",5,"5,0","3,3",-2,2023
RA-1186,"8,8","9,8","6,89","6,7","5,2",-2,2023
RA-397,"7,5","7,9","2,52","6,7","5,0",-1,2023
RA-1187,"8,8","6,9","2,52","4,7","5,0",1,2023
RA-145,"7,9","9,0",,"5,3","6,0",-3,2023
RA-1188,"9,6","9,4",,"6,5","7,5",-1,2023
RA-265,"8,3","8,7",,"7,3","6,8",0,2023
RA-254,"9,6","8,8",,"5,7","5,7",-1,2023
RA-267,"7,9","7,7",,"2,7","4,0",-2,2023
RA-1189,"8,8","9,0",,"6,3","5,7",-1,2023
RA-295,"8,8","8,8","2,52","7,3","7,2",-1,2023
RA-269,"9,6","9,0","2,52","8,0","7,3",0,2023
RA-313,"9,2","8,7","2,52","4,0","2,8",0,2023
RA-1190,"0,0","9,2",5,"3,0","4,2",0,2023
RA-301,"9,2","5,4","7,52","4,7","6,5",0,2023
RA-286,"0,0","7,5",5,"3,7","5,0",-1,2023
RA-1191,"7,5","7,2",5,"2,3","2,5",0,2023
RA-1192,"7,9","8,7","2,52","4,7","6,0",-1,2023
RA-174,"7,9","5,6",5,"3,7","7,3",-2,2023
RA-1193,"0,0","7,8",5,"3,7","3,5",0,2023
RA-308,"5,4","6,8",5,"4,7","5,2",0,2023
RA-152,"7,9","7,7","2,52","4,0","5,0",-2,2023
RA-270,"9,2","9,0","2,52","7,7","6,2",0,2023
RA-271,"0,0","9,3","2,52","4,3","7,0",-2,2023
RA-299,"0,0","9,6","2,52","5,0","7,2",0,2023
RA-316,"10,0","9,5","7,52","6,3","5,7",0,2023
RA-318,"7,9","8,1","6,26","5,0","5,0",-1,2023
RA-274,"7,5","9,5","5,63","7,0","7,7",1,2023
RA-320,"9,2","9,9","7,52","5,7","6,0",0,2023
RA-277,"8,3","9,9","7,52","5,7","6,0",-1,2023
RA-278,"0,0","9,8","5,63","6,0","5,3",1,2023
RA-291,"8,8","8,6","7,52","8,0","6,5",0,2023
RA-306,"0,0","7,9","6,26","4,7","4,5",-1,2023
RA-279,"8,8","10,0","6,27","9,0","8,5",0,2023
RA-280,"6,7","9,5","7,52","6,3","7,7",0,2023
RA-276,"6,3","8,5","2,52","3,7","4,7",0,2023
RA-285,"8,3","4,6","2,52","4,0","6,0",-3,2023
RA-1194,"8,8","9,0",5,"6,0","4,2",1,2023
RA-287,"0,0","4,8","2,52","3,0","2,3",-4,2023
RA-319,"9,6","9,2",5,"5,7","5,8",0,2023
RA-321,"8,3","9,4","2,52","6,0","5,8",1,2023
RA-1195,"0,0","8,3","2,52","4,3","4,7",-3,2023
RA-159,"7,9","8,1","2,52","5,0","6,0",-2,2023
RA-322,"6,7","8,3","2,52","4,0","5,5",0,2023
RA-251,"9,6","8,0","2,52","5,0","5,5",-1,2023
RA-116,"6,7","7,6",5,"2,3","5,0",-2,2023
RA-103,"8,3","9,2",5,"7,3","6,3",1,2023
RA-42,"8,8","8,6","5,63","6,3","4,2",-1,2023
RA-121,"6,3","8,8",5,"5,0","5,7",-1,2023
RA-106,"7,9","9,1",5,"6,7","6,8",0,2023
RA-123,"0,0","9,4",5,"5,0","5,3",-2,2023
RA-46,"7,1","7,4","2,52","2,8","3,0",-3,2023
RA-125,"9,2","7,7",5,"3,3","5,8",-1,2023
RA-110,"8,3","8,6",5,"8,3","6,2",0,2023
RA-128,"6,7","7,3",5,"6,3","4,0",-1,2023
RA-143,"8,3","9,6","2,52","9,2","5,0",1,2023
RA-111,"7,5","8,7",5,"6,0","5,2",1,2023
RA-112,"6,7","8,1",5,"7,3","6,5",-1,2023
RA-115,"8,8","7,1",5,"3,7","3,8",-1,2023
RA-1196,"0,0","8,2",5,"8,0","6,2",0,2023
RA-52,"10,0","9,8","2,52","7,7","4,8",1,2023
RA-1197,"6,7","8,4",5,"5,3","7,2",-1,2023
RA-108,"5,8","7,3","2,52","2,7","3,2",-2,2023
RA-1198,"8,3","9,4","6,26","7,3","3,7",-1,2023
RA-127,"8,8","7,8","6,26","4,7","6,3",0,2023
RA-114,"0,0","6,0","3,14","4,0","4,5",-2,2023
RA-146,"6,2","9,5",5,"7,8","5,8",-1,2023
RA-1199,"6,7","9,1",5,"6,8","5,0",-2,2023
RA-70,"9,2","9,2",5,"3,0","3,5",-2,2023
RA-107,"0,0","8,5",5,"6,0","5,2",0,2023
RA-1200,"0,0","6,4",5,"4,3","2,3",0,2023
RA-151,"0,0","7,8","7,52","6,8","7,0",-2,2023
RA-85,"8,8","8,9","6,27","5,8","3,8",-1,2023
RA-1201,"9,2","9,6","3,77","8,3","6,5",0,2023
RA-131,"8,3","7,8",5,"0,0","3,0",-1,2023
RA-132,"7,5","8,7","2,52","6,3","6,5",0,2023
RA-133,"7,5","7,9","2,52","5,0","4,3",-1,2023
RA-104,"0,0","7,7","2,52","3,7","1,8",-3,2023
RA-137,"7,1","6,3","2,52","7,3","4,5",-2,2023
RA-144,"0,0","5,2","2,52","3,3","2,5",1,2023
RA-1202,"7,1","7,6","7,52","4,5","3,3",-1,2023
RA-90,"10,0","9,6","7,52","6,7","6,8",1,2023
RA-167,"8,8","9,9",5,"8,3","7,2",-2,2023
RA-168,"0,0","9,6","6,89","4,3","3,0",0,2023
RA-1203,"9,2","10,0","2,52","6,7","5,8",-1,2023
RA-155,"7,9","8,1",5,"5,3","2,8",-2,2023
RA-94,"7,5","9,6","2,52","7,7","4,8",-1,2023
RA-81,"9,6","8,8","2,52","8,7","4,7",0,2023
RA-302,"0,0","7,3",5,"4,7","2,3",-2,2023
RA-171,"7,5","7,2",5,"4,5","4,8",-2,2023
RA-160,"8,8","8,3","2,52","3,3","3,8",-1,2023
RA-1204,"7,5","8,7",5,"5,0","3,7",-1,2023
RA-1205,"9,2","9,2","6,26","5,2","3,7",-3,2023
RA-173,"9,2","8,5","6,26","9,0","6,2",-2,2023
RA-166,"7,5","8,9","6,26","7,0","7,2",0,2023
RA-175,"8,8","9,2","2,52","5,0","5,0",-1,2023
RA-153,"9,2","7,4","2,52","6,0","5,3",0,2023
RA-1206,"8,8","8,3","2,52","4,7","3,7",-2,2023
RA-157,"7,1","9,9","2,52","6,0","6,8",2,2023
RA-1207,"8,8","9,0",5,"5,0","4,0",0,2023
RA-1208,"8,8","8,8","2,52","5,0","4,8",0,2023
RA-1209,"7,5","9,4",5,"7,7","5,7",-1,2023
RA-158,"7,1","9,0","2,52","6,0","5,7",1,2023
RA-161,"0,0","7,3","2,52","7,0","4,5",1,2023
RA-164,"0,0","8,2","2,52","6,0","4,2",-1,2023
RA-1210,"9,6","9,4",5,"5,0","2,0",-1,2023
RA-165,"6,7","9,2","2,52","7,3","6,2",0,2023
RA-1211,"7,1","9,1",5,"6,3","4,5",-1,2023
RA-1212,"8,3","8,9",5,"0,0","3,5",-1,2023
RA-1213,"0,0","8,4","2,52","6,7","4,8",-2,2023
RA-40,"7,5","8,2","7,52","6,2","5,7",-1,2023
RA-1214,"9,6","9,8","6,89","8,0","5,0",0,2023
RA-71,"6,7","9,8","6,26","7,3","5,5",-2,2023
